id	label	rarity	tier	category	depth	definition
1518	friend	56	common	noun.person	4	a person you know well and regard with affection and trust
1519	fugitive	62	ordinary	noun.person	4	someone who flees from an uncongenial situation
1520	gainer	69	specific	noun.person	4	a person who gains (gains an advantage or gains profits)
1521	gambler	58	common	noun.person	4	a person who wagers money on the outcome of games or sporting events
1522	gatekeeper	69	specific	noun.person	4	someone who controls access to something
1523	gatherer	69	specific	noun.person	4	a person who gathers
1524	gentile	68	specific	noun.person	4	a person who is not a member of one's own religion; used in this sense by Mormons and Hindus
1525	go-getter	63	ordinary	noun.person	4	someone whose career progresses rapidly
1526	good guy	74	obscure	noun.person	4	any person who is on your side
1527	good person	60	common	noun.person	4	a person who is good to other people
1528	granter	67	specific	noun.person	4	a person who grants or gives something
1529	greeter	64	ordinary	noun.person	4	a person who greets
1530	grinner	71	technical	noun.person	4	a person who grins
1531	groaner	71	technical	noun.person	4	a person who groans
1532	grunter	69	specific	noun.person	4	a person who grunts
1533	guesser	71	technical	noun.person	4	a person who guesses
1534	hater	66	ordinary	noun.person	4	a person who hates
1535	hoper	71	technical	noun.person	4	a person who hopes
1536	host	61	ordinary	noun.person	4	a person who invites guests to a social event (such as a party in his or her own home) and who is responsible for them while they are there
1537	huddler	71	technical	noun.person	4	a person who crouches
1538	hugger	71	technical	noun.person	4	a person who hugs
1539	important person	55	common	noun.person	4	a person whose actions and opinions strongly influence the course of events
1540	individualist	64	ordinary	noun.person	4	a person who pursues independent thought or action
1541	inhabitant	35	common	noun.person	4	a person who inhabits a particular place
1542	innocent	62	ordinary	noun.person	4	a person who lacks knowledge of evil
1543	intellectual	50	common	noun.person	4	a person who uses the mind creatively
1544	interpreter	68	specific	noun.person	4	someone who uses art to represent something
1545	jumper	60	common	noun.person	4	a person who jumps
1546	junior	71	technical	noun.person	4	the younger of two persons
1547	killer	51	common	noun.person	4	someone who causes the death of a person or animal
1548	kink	69	specific	noun.person	4	a person with unusual sexual tastes
1549	kneeler	69	specific	noun.person	4	a person in a kneeling position
1550	knocker	67	specific	noun.person	4	a person who knocks (as seeking to gain admittance)
1551	knower	68	specific	noun.person	4	a person who knows or apprehends
1552	kook	57	common	noun.person	4	someone regarded as eccentric or crazy and standing out from a group
1553	laugher	66	ordinary	noun.person	4	a person who is laughing or who laughs easily
1554	leader	48	common	noun.person	4	a person who rules or guides or inspires others
1555	learner	52	common	noun.person	4	someone (especially a child) who learns (as from a teacher) or takes up knowledge or beliefs
1556	left-hander	66	ordinary	noun.person	4	a person who uses the left hand with greater skill than the right
1557	liberal	55	common	noun.person	4	a person who favors a political philosophy of progress and reform and the protection of civil liberties
1558	lightning rod	71	technical	noun.person	4	someone who is a frequent target of negative reactions and serves to distract attention from another
1559	linguist	63	ordinary	noun.person	4	a person who speaks more than one language
1560	literate	59	common	noun.person	4	a person who can read and write
1561	liver	71	technical	noun.person	4	a person who has a special life style
1562	longer	64	ordinary	noun.person	4	a person with a strong desire for something
1563	loose cannon	74	obscure	noun.person	4	a person who is expected to perform a particular task but who is out of control and dangerous
1564	loved one	74	obscure	noun.person	4	a person who you love, usually a member of your family
1565	lover	55	common	noun.person	4	a person who loves someone or is loved by someone
1566	mailer	67	specific	noun.person	4	a person who mails something
1567	malcontent	66	ordinary	noun.person	4	a person who is discontented or disgusted
1568	man of action	73	obscure	noun.person	4	someone inclined to act first and think later
1569	manipulator	68	specific	noun.person	4	a person who handles things manually
1570	married	71	technical	noun.person	4	a person who is married
1571	masturbator	64	ordinary	noun.person	4	a person who practices masturbation
1572	measurer	69	specific	noun.person	4	a person who makes measurements
1573	mentee	68	specific	noun.person	4	one who is being mentored
1574	mestizo	71	technical	noun.person	4	a person of mixed racial ancestry (especially mixed European and Native American ancestry)
1575	middlebrow	71	technical	noun.person	4	someone who is neither a highbrow nor a lowbrow
1576	militarist	65	ordinary	noun.person	4	a person who advocates war or warlike policies
1577	miracle worker	70	technical	noun.person	4	a person who claims or is alleged to perform miracles
1578	misfit	66	ordinary	noun.person	4	someone unable to adapt to their circumstances
1579	misogamist	71	technical	noun.person	4	a person who hates marriage
1580	modern	69	specific	noun.person	4	a contemporary person
1581	money handler	60	common	noun.person	4	a person who receives or invests or pays out money
1582	monolingual	71	technical	noun.person	4	a person who knows only one language
1583	mother hen	71	technical	noun.person	4	a person who cares for the needs of others (especially in an overprotective or interfering way)
1584	mutilator	64	ordinary	noun.person	4	a person who mutilates or destroys or disfigures or cripples
1585	namer	71	technical	noun.person	4	a person who gives a name or names
1586	national	56	common	noun.person	4	a person who owes allegiance to that nation
1587	native	42	common	noun.person	4	an indigenous person who was born in a particular place
1588	neglecter	71	technical	noun.person	4	a person who is neglectful and gives little attention or respect to people or responsibilities
1589	neutral	67	specific	noun.person	4	one who does not side with any party in a war or dispute
1590	nondescript	71	technical	noun.person	4	a person who is not easily classified and not very interesting
1591	nonmember	71	technical	noun.person	4	a person who is not a member
1592	nonparticipant	71	technical	noun.person	4	a person who does not participate
1593	nonpartisan	68	specific	noun.person	4	a person who is nonpartisan
1594	nonperson	68	specific	noun.person	4	a person regarded as nonexistent and having no rights; a person whose existence is systematically ignored (especially for ideological or political reasons)
1595	nonreligious person	64	ordinary	noun.person	4	a person who does not manifest devotion to a deity
1596	nonresident	71	technical	noun.person	4	someone who does not live in a particular place
1597	nonsmoker	69	specific	noun.person	4	a person who does not smoke tobacco
1598	nonworker	59	common	noun.person	4	a person who does nothing
1599	nude	64	ordinary	noun.person	4	a naked person
1600	nurser	71	technical	noun.person	4	a person who treats something carefully
1601	occultist	62	ordinary	noun.person	4	a believer in occultism; someone versed in the occult arts
1602	optimist	69	specific	noun.person	4	a person disposed to take a favorable view of things
1603	ostrich	69	specific	noun.person	4	a person who refuses to face reality or recognize the truth (a reference to the popular notion that the ostrich hides from danger by burying its head in the sand)
